no,SrNo,PDF_name,Type,composition_final,Element,Fractions,Fracs,Fraction,Frac,Temperature_in_plot,Pressure_plot,Pressure unit,unit,Temperature(oC)_graph,Temperature,Temperature_1,Ln(P)_Mpa,Pressure_bar,AN,Period,AR,CR,VWR,EN,Density,EA,MP,BP,VEC,FIE,TC,BM,HF,MV,Mass,SH,M-M_Eng,M-M_Bond,M-H_Bond,M-H_Eng,formation_H,en_at_H,formation_M,en_at_M,vol_H,vol_M,vol_diff,Relative_Vol,RC_Vol,EN.Diff,M-H.EN.Diff,Atomic.Size.Diff,dSmix,Composition,Top_Intensity_1,Top_Intensity_2,Top_Intensity_3,Top_Intensity_4,Top_Intensity_5,Top_Intensity_6,Top_Intensity_7,Top_Intensity_8,Top_Intensity_9,Top_Intensity_10,Corresponding_Angle_1,Corresponding_Angle_2,Corresponding_Angle_3,Corresponding_Angle_4,Corresponding_Angle_5,Corresponding_Angle_6,Corresponding_Angle_7,Corresponding_Angle_8,Corresponding_Angle_9,Corresponding_Angle_10
232,408,79,PCT,Cr0.112Fe0.1043Mg0.7193Zr0.0639,Mg Zr Cr Fe,50 16.66 16.66 16.66,50 16.66 16.66 16.66,0.7193 0.0639 0.112 0.1043,0.7193 0.0639 0.112 0.1043,1.74357947223934,0.953543615888845,Ln(P) (bar),1000/T,300.532790401383,574,574,-1.349,2.59499630569885,16.5956978489245,3.34427213606803,1.5232136068034,130.292846423212,217.393196598299,1.40476138069035,3.29533966983492,0.119341670835418,1226.92166083042,1937.92166083042,3.20220110055027,7.51226813406703,135.497448724362,74.0950975487744,11.3408204102051,12.5065532766383,34.9817868934467,848.881340670335,-2.80428514257129,3.15391295647824,2.1468404202101,-3.38287943971986,-0.179728864432216,-4.00340970485243,0.00719659829915,-3.65608104052026,56.905611805903,40.6272146073037,0.223103551775888,0.002440204121405,20.5778843921674,0.1817,-0.794841,9.59,7.4308,Mg-50% ZrCrFe,1.01919391128024,0.333879614455154,0.322991028026999,0.313546845920947,0.301324963195467,0.289991944668204,0.289491958556706,0.267548123663232,0.253270742479376,0.247937557290075,37.3139635010131,69.2711313574621,63.7704508208103,35.0198605594287,42.5190966917583,58.0183883781004,39.1433571289684,48.5169856392876,70.6410933029636,32.6407599788893
233,409,79,PCT,Cr0.112Fe0.1043Mg0.7193Zr0.0639,Mg Zr Cr Fe,50 16.66 16.66 16.66,50 16.66 16.66 16.66,0.7193 0.0639 0.112 0.1043,0.7193 0.0639 0.112 0.1043,1.82428240611052,0.173152557566251,Ln(P) (bar),1000/T,275.16074345203,548,548,-2.1294,1.18908617623713,16.5956978489245,3.34427213606803,1.5232136068034,130.292846423212,217.393196598299,1.40476138069035,3.29533966983492,0.119341670835418,1226.92166083042,1937.92166083042,3.20220110055027,7.51226813406703,135.497448724362,74.0950975487744,11.3408204102051,12.5065532766383,34.9817868934467,848.881340670335,-2.80428514257129,3.15391295647824,2.1468404202101,-3.38287943971986,-0.179728864432216,-4.00340970485243,0.00719659829915,-3.65608104052026,56.905611805903,40.6272146073037,0.223103551775888,0.002555980229355,21.5542073742776,0.1817,-0.794841,9.59,7.4308,Mg-50% ZrCrFe,1.01919391128024,0.333879614455154,0.322991028026999,0.313546845920947,0.301324963195467,0.289991944668204,0.289491958556706,0.267548123663232,0.253270742479376,0.247937557290075,37.3139635010131,69.2711313574621,63.7704508208103,35.0198605594287,42.5190966917583,58.0183883781004,39.1433571289684,48.5169856392876,70.6410933029636,32.6407599788893
234,410,79,PCT,Cr0.112Fe0.1043Mg0.7193Zr0.0639,Mg Zr Cr Fe,50 16.66 16.66 16.66,50 16.66 16.66 16.66,0.7193 0.0639 0.112 0.1043,0.7193 0.0639 0.112 0.1043,1.91239845369488,-0.480889685696678,Ln(P) (bar),1000/T,249.903581138091,523,523,-2.7835,0.61821752144466,16.5956978489245,3.34427213606803,1.5232136068034,130.292846423212,217.393196598299,1.40476138069035,3.29533966983492,0.119341670835418,1226.92166083042,1937.92166083042,3.20220110055027,7.51226813406703,135.497448724362,74.0950975487744,11.3408204102051,12.5065532766383,34.9817868934467,848.881340670335,-2.80428514257129,3.15391295647824,2.1468404202101,-3.38287943971986,-0.179728864432216,-4.00340970485243,0.00719659829915,-3.65608104052026,56.905611805903,40.6272146073037,0.223103551775888,0.002678159016609,22.5845232143482,0.1817,-0.794841,9.59,7.4308,Mg-50% ZrCrFe,1.01919391128024,0.333879614455154,0.322991028026999,0.313546845920947,0.301324963195467,0.289991944668204,0.289491958556706,0.267548123663232,0.253270742479376,0.247937557290075,37.3139635010131,69.2711313574621,63.7704508208103,35.0198605594287,42.5190966917583,58.0183883781004,39.1433571289684,48.5169856392876,70.6410933029636,32.6407599788893
283,0,257,PCT,Mg0.85Ni0.08Y0.08,Y Mg Ni,0.08 0.85 0.08,0.08 0.85 0.08,0.08 0.85 0.08,0.08 0.85 0.08,1.53515318416523,-0.068571428571429,Ln(P) MPa,1000/T,378.400791995732,651,651,-2.3712,0.933686166857333,15.4059405940594,3.23762376237624,1.58811881188119,131.821782178218,220,1.35039603960396,2.52415841584158,0.116435643564356,1054.83168316832,1685.42574257426,2.71287128712871,7.53594059405941,143.207920792079,55.3762376237624,9.58712871287129,13.8619801980198,32.15,917.267326732673,-0.829405940594059,3.29178217821782,1.75732673267327,-2.70564356435644,-0.318514851485148,-3.38782178217822,0.008415841584158,-2.30762376237624,54.2345544554455,43.8851485148515,0.15019801980198,0.001898355372553,11.4026825472235,0.1667,-0.8581,7.14,4.5086,Mg0.85Ni0.08Y0.08,0.96628259551243,0.703941782898726,0.472286234081261,0.333050333535476,0.27616737416616,0.265372953305032,0.184232868405094,0.157186173438447,0.133535476046088,0.119466343238326,34.6852637962391,35.7719830200114,37.670103092783,42.4863553668886,36.8320194057001,32.4754396603999,44.5591267434806,38.5870224378409,57.1315949060034,68.4196482716796
284,0,257,PCT,Mg0.85Ni0.08Y0.08,Y Mg Ni,0.08 0.85 0.08,0.08 0.85 0.08,0.08 0.85 0.08,0.08 0.85 0.08,1.58218244406196,-0.445714285714286,Ln(P) MPa,1000/T,359.038361791378,632,632,-2.7483,0.640366309988869,15.4059405940594,3.23762376237624,1.58811881188119,131.821782178218,220,1.35039603960396,2.52415841584158,0.116435643564356,1054.83168316832,1685.42574257426,2.71287128712871,7.53594059405941,143.207920792079,55.3762376237624,9.58712871287129,13.8619801980198,32.15,917.267326732673,-0.829405940594059,3.29178217821782,1.75732673267327,-2.70564356435644,-0.318514851485148,-3.38782178217822,0.008415841584158,-2.30762376237624,54.2345544554455,43.8851485148515,0.15019801980198,0.001955426182804,11.745484712409,0.1667,-0.8581,7.14,4.5086,Mg0.85Ni0.08Y0.08,0.96628259551243,0.703941782898726,0.472286234081261,0.333050333535476,0.27616737416616,0.265372953305032,0.184232868405094,0.157186173438447,0.133535476046088,0.119466343238326,34.6852637962391,35.7719830200114,37.670103092783,42.4863553668886,36.8320194057001,32.4754396603999,44.5591267434806,38.5870224378409,57.1315949060034,68.4196482716796
285,0,257,PCT,Mg0.85Ni0.08Y0.08,Y Mg Ni,0.08 0.85 0.08,0.08 0.85 0.08,0.08 0.85 0.08,0.08 0.85 0.08,1.63177280550775,-1.00571428571429,Ln(P) MPa,1000/T,339.830411577325,613,613,-3.3083,0.365783040449062,15.4059405940594,3.23762376237624,1.58811881188119,131.821782178218,220,1.35039603960396,2.52415841584158,0.116435643564356,1054.83168316832,1685.42574257426,2.71287128712871,7.53594059405941,143.207920792079,55.3762376237624,9.58712871287129,13.8619801980198,32.15,917.267326732673,-0.829405940594059,3.29178217821782,1.75732673267327,-2.70564356435644,-0.318514851485148,-3.38782178217822,0.008415841584158,-2.30762376237624,54.2345544554455,43.8851485148515,0.15019801980198,0.002016034824685,12.109537256513,0.1667,-0.8581,7.14,4.5086,Mg0.85Ni0.08Y0.08,0.96628259551243,0.703941782898726,0.472286234081261,0.333050333535476,0.27616737416616,0.265372953305032,0.184232868405094,0.157186173438447,0.133535476046088,0.119466343238326,34.6852637962391,35.7719830200114,37.670103092783,42.4863553668886,36.8320194057001,32.4754396603999,44.5591267434806,38.5870224378409,57.1315949060034,68.4196482716796
286,0,257,PCT,Mg0.85Ni0.08Y0.08,Y Mg Ni,0.08 0.85 0.08,0.08 0.85 0.08,0.08 0.85 0.08,0.08 0.85 0.08,1.68506024096386,-1.52,Ln(P) MPa,1000/T,320.450593450592,593,593,-3.8226,0.218708626637114,15.4059405940594,3.23762376237624,1.58811881188119,131.821782178218,220,1.35039603960396,2.52415841584158,0.116435643564356,1054.83168316832,1685.42574257426,2.71287128712871,7.53594059405941,143.207920792079,55.3762376237624,9.58712871287129,13.8619801980198,32.15,917.267326732673,-0.829405940594059,3.29178217821782,1.75732673267327,-2.70564356435644,-0.318514851485148,-3.38782178217822,0.008415841584158,-2.30762376237624,54.2345544554455,43.8851485148515,0.15019801980198,0.002084029253848,12.5179533528541,0.1667,-0.8581,7.14,4.5086,Mg0.85Ni0.08Y0.08,0.96628259551243,0.703941782898726,0.472286234081261,0.333050333535476,0.27616737416616,0.265372953305032,0.184232868405094,0.157186173438447,0.133535476046088,0.119466343238326,34.6852637962391,35.7719830200114,37.670103092783,42.4863553668886,36.8320194057001,32.4754396603999,44.5591267434806,38.5870224378409,57.1315949060034,68.4196482716796
319,0,46,PCT,Ce0.05La0.05Mg0.9,Ce La Mg,0.05 0.05 0.9,0.05 0.05 0.9,0.05 0.05 0.9,0.05 0.05 0.9,1.55073934473761,1.67976224992752,Ln(P) MPa,1000/T,371.853697298306,653,653,-0.622823,5.36427961959811,16.55,3.3,1.6255,125.45,222.9,1.29,2.208,0.0485,942.9,1614.6,2.1,7.441,145.2,43,8.42,14.7595,35.8305,937.35,-0.545,3.3805,1.801,-2.463,-0.329,-3.2565,0.009,-1.9745,58.322,49.1095,0.1285,0.0018186692123,9.12188461878179,0.06,-0.91,4.69,3.2792,Mg 90 Ce 5 La 5,0.992857142857143,0.707142857142858,0.692857142857144,0.592857142857143,0.478571428571429,0.428571428571429,0.428571428571429,0.385714285714286,0.335714285714286,0.307142857142857,34.6439075630318,24.6228991596688,30.0630252100889,17.4086134453825,32.988445378155,13.4259453781546,27.837710084037,49.5992647058855,21.8014705882381,61.7993697479019
320,0,46,PCT,Ce0.05La0.05Mg0.9,Ce La Mg,0.05 0.05 0.9,0.05 0.05 0.9,0.05 0.05 0.9,0.05 0.05 0.9,1.64601333719919,1.19773847492027,Ln(P) MPa,1000/T,334.528491659473,633,633,-1.104847,3.31261561383819,16.55,3.3,1.6255,125.45,222.9,1.29,2.208,0.0485,942.9,1614.6,2.1,7.441,145.2,43,8.42,14.7595,35.8305,937.35,-0.545,3.3805,1.801,-2.463,-0.329,-3.2565,0.009,-1.9745,58.322,49.1095,0.1285,0.001876131114743,9.41009582316668,0.06,-0.91,4.69,3.2792,Mg 90 Ce 5 La 5,0.992857142857143,0.707142857142858,0.692857142857144,0.592857142857143,0.478571428571429,0.428571428571429,0.428571428571429,0.385714285714286,0.335714285714286,0.307142857142857,34.6439075630318,24.6228991596688,30.0630252100889,17.4086134453825,32.988445378155,13.4259453781546,27.837710084037,49.5992647058855,21.8014705882381,61.7993697479019
321,0,46,PCT,Ce0.05La0.05Mg0.9,Ce La Mg,0.05 0.05 0.9,0.05 0.05 0.9,0.05 0.05 0.9,0.05 0.05 0.9,1.74891272832705,0.726587416642505,Ln(P) MPa,1000/T,298.783819628648,613,613,-1.575998,2.06801062199466,16.55,3.3,1.6255,125.45,222.9,1.29,2.208,0.0485,942.9,1614.6,2.1,7.441,145.2,43,8.42,14.7595,35.8305,937.35,-0.545,3.3805,1.801,-2.463,-0.329,-3.2565,0.009,-1.9745,58.322,49.1095,0.1285,0.001937342570363,9.7171136314266,0.06,-0.91,4.69,3.2792,Mg 90 Ce 5 La 5,0.992857142857143,0.707142857142858,0.692857142857144,0.592857142857143,0.478571428571429,0.428571428571429,0.428571428571429,0.385714285714286,0.335714285714286,0.307142857142857,34.6439075630318,24.6228991596688,30.0630252100889,17.4086134453825,32.988445378155,13.4259453781546,27.837710084037,49.5992647058855,21.8014705882381,61.7993697479019
322,0,46,PCT,Ce0.05La0.05Mg0.9,Ce La Mg,0.05 0.05 0.9,0.05 0.05 0.9,0.05 0.05 0.9,0.05 0.05 0.9,1.85830675558133,0.200057987822557,Ln(P) MPa,1000/T,265.12428814379,593,593,-2.102527,1.22147371516436,16.55,3.3,1.6255,125.45,222.9,1.29,2.208,0.0485,942.9,1614.6,2.1,7.441,145.2,43,8.42,14.7595,35.8305,937.35,-0.545,3.3805,1.801,-2.463,-0.329,-3.2565,0.009,-1.9745,58.322,49.1095,0.1285,0.002002682960594,10.0448409039874,0.06,-0.91,4.69,3.2792,Mg 90 Ce 5 La 5,0.992857142857143,0.707142857142858,0.692857142857144,0.592857142857143,0.478571428571429,0.428571428571429,0.428571428571429,0.385714285714286,0.335714285714286,0.307142857142857,34.6439075630318,24.6228991596688,30.0630252100889,17.4086134453825,32.988445378155,13.4259453781546,27.837710084037,49.5992647058855,21.8014705882381,61.7993697479019
323,0,46,PCT,Ce0.1Mg0.9,Ce Mg,0.1 0.9,0.1 0.9,0.1 0.9,0.1 0.9,1.55440110459096,0.5822,Ln(P) MPa,1000/T,653,653,653,-0.540941,5.8220014419385,16.6,3.3,1.623,117,222.8,1.291,2.235,0.05,936.9,1613.5,2.1,7.439,145.1,42.7,8.38,14.677,35.891,937.2,-0.617,3.375,1.801,-2.494,-0.323,-3.267,0.009,-2.024,58.147,42.87,0.264,0.002077115507512,10.3144442244672,0.0566,-0.909,4.24,2.7029,Mg 90 Ce 10,0.965747607994106,0.738945818943549,0.633640944346935,0.546000113231043,0.412047783502232,0.39132650172677,0.339579912812089,0.31557493064598,0.31489554435826,0.291456717431917,34.917624412603,24.6113344278905,29.8210949442247,17.6408311158835,16.1818490630053,49.6586083904131,13.4229745796224,32.6965974070018,31.8269829587201,61.825284493001
324,0,46,PCT,Ce0.1Mg0.9,Ce Mg,0.1 0.9,0.1 0.9,0.1 0.9,0.1 0.9,1.65277873662409,0.3608,Ln(P) MPa,1000/T,633,633,633,-1.019431,3.60800177078399,16.6,3.3,1.623,117,222.8,1.291,2.235,0.05,936.9,1613.5,2.1,7.439,145.1,42.7,8.38,14.677,35.891,937.2,-0.617,3.375,1.801,-2.494,-0.323,-3.267,0.009,-2.024,58.147,42.87,0.264,0.002142743169677,10.6403350372466,0.0566,-0.909,4.24,2.7029,Mg 90 Ce 10,0.965747607994106,0.738945818943549,0.633640944346935,0.546000113231043,0.412047783502232,0.39132650172677,0.339579912812089,0.31557493064598,0.31489554435826,0.291456717431917,34.917624412603,24.6113344278905,29.8210949442247,17.6408311158835,16.1818490630053,49.6586083904131,13.4229745796224,32.6965974070018,31.8269829587201,61.825284493001
325,0,46,PCT,Ce0.1Mg0.9,Ce Mg,0.1 0.9,0.1 0.9,0.1 0.9,0.1 0.9,1.7560579910252,0.2156,Ln(P) MPa,1000/T,613,613,613,-1.53433,2.15600094852658,16.6,3.3,1.623,117,222.8,1.291,2.235,0.05,936.9,1613.5,2.1,7.439,145.1,42.7,8.38,14.677,35.891,937.2,-0.617,3.375,1.801,-2.494,-0.323,-3.267,0.009,-2.024,58.147,42.87,0.264,0.002212653224152,10.987491155917,0.0566,-0.909,4.24,2.7029,Mg 90 Ce 10,0.965747607994106,0.738945818943549,0.633640944346935,0.546000113231043,0.412047783502232,0.39132650172677,0.339579912812089,0.31557493064598,0.31489554435826,0.291456717431917,34.917624412603,24.6113344278905,29.8210949442247,17.6408311158835,16.1818490630053,49.6586083904131,13.4229745796224,32.6965974070018,31.8269829587201,61.825284493001
326,0,46,PCT,Ce0.1Mg0.9,Ce Mg,0.1 0.9,0.1 0.9,0.1 0.9,0.1 0.9,1.87065930272696,0.13,Ln(P) MPa,1000/T,593,593,593,-2.040221,1.29999977708454,16.6,3.3,1.623,117,222.8,1.291,2.235,0.05,936.9,1613.5,2.1,7.439,145.1,42.7,8.38,14.677,35.891,937.2,-0.617,3.375,1.801,-2.494,-0.323,-3.267,0.009,-2.024,58.147,42.87,0.264,0.002287278965271,11.3580642134521,0.0566,-0.909,4.24,2.7029,Mg 90 Ce 10,0.965747607994106,0.738945818943549,0.633640944346935,0.546000113231043,0.412047783502232,0.39132650172677,0.339579912812089,0.31557493064598,0.31489554435826,0.291456717431917,34.917624412603,24.6113344278905,29.8210949442247,17.6408311158835,16.1818490630053,49.6586083904131,13.4229745796224,32.6965974070018,31.8269829587201,61.825284493001
327,0,46,PCT,Ce0.05Mg0.9Nd0.05,Ce Mg Nd,0.05 0.9 0.05,0.05 0.9 0.05,0.05 0.9 0.05,0.05 0.9 0.05,1.87065930272696,0.3745,Ln(P) MPa,1000/T,653,653,653,-0.982163,3.74500178271354,16.7,3.3,1.6135,117,222.65,1.292,2.251,0.05,948.05,1595.1,2.1,7.4385,145.4,43.2,8.46,14.6585,36.097,937.1,-0.8515,3.3845,1.8,-2.6305,-0.329,-3.2535,0.009,-1.966,58.1265,48.6875,0.123,0.001828283404137,9.18187620110284,0.0539,-0.908,3.16,3.2792,Mg 90 Ce 5 Nd 5,1.05555555555556,0.388888888888889,0.333333333333333,0.272222222222222,0.222222222222222,0.205555555555555,0.2,0.194444444444444,0.188888888888889,0.177777777777778,34.4210317460195,24.4686507936424,29.7583333333253,17.6198412698336,32.0519841269767,21.0531746031673,16.1964285714213,55.3396825396753,49.0543650793579,61.3408730158659
328,0,46,PCT,Ce0.05Mg0.9Nd0.05,Ce Mg Nd,0.05 0.9 0.05,0.05 0.9 0.05,0.05 0.9 0.05,0.05 0.9 0.05,1.87065930272696,0.2342,Ln(P) MPa,1000/T,633,633,633,-1.45158,2.34199959675101,16.7,3.3,1.6135,117,222.65,1.292,2.251,0.05,948.05,1595.1,2.1,7.4385,145.4,43.2,8.46,14.6585,36.097,937.1,-0.8515,3.3845,1.8,-2.6305,-0.329,-3.2535,0.009,-1.966,58.1265,48.6875,0.123,0.001886049072514,9.47198287412347,0.0539,-0.908,3.16,3.2792,Mg 90 Ce 5 Nd 5,1.05555555555556,0.388888888888889,0.333333333333333,0.272222222222222,0.222222222222222,0.205555555555555,0.2,0.194444444444444,0.188888888888889,0.177777777777778,34.4210317460195,24.4686507936424,29.7583333333253,17.6198412698336,32.0519841269767,21.0531746031673,16.1964285714213,55.3396825396753,49.0543650793579,61.3408730158659
329,0,46,PCT,Ce0.05Mg0.9Nd0.05,Ce Mg Nd,0.05 0.9 0.05,0.05 0.9 0.05,0.05 0.9 0.05,0.05 0.9 0.05,1.87065930272696,0.1411,Ln(P) MPa,1000/T,613,613,613,-1.958286,1.4110005927942,16.7,3.3,1.6135,117,222.65,1.292,2.251,0.05,948.05,1595.1,2.1,7.4385,145.4,43.2,8.46,14.6585,36.097,937.1,-0.8515,3.3845,1.8,-2.6305,-0.329,-3.2535,0.009,-1.966,58.1265,48.6875,0.123,0.001947584115663,9.78101983575882,0.0539,-0.908,3.16,3.2792,Mg 90 Ce 5 Nd 5,1.05555555555556,0.388888888888889,0.333333333333333,0.272222222222222,0.222222222222222,0.205555555555555,0.2,0.194444444444444,0.188888888888889,0.177777777777778,34.4210317460195,24.4686507936424,29.7583333333253,17.6198412698336,32.0519841269767,21.0531746031673,16.1964285714213,55.3396825396753,49.0543650793579,61.3408730158659
330,0,46,PCT,Ce0.05Mg0.9Nd0.05,Ce Mg Nd,0.05 0.9 0.05,0.05 0.9 0.05,0.05 0.9 0.05,0.05 0.9 0.05,1.87065930272696,0.0823,Ln(P) MPa,1000/T,593,593,593,-2.497384,0.823000140979182,16.7,3.3,1.6135,117,222.65,1.292,2.251,0.05,948.05,1595.1,2.1,7.4385,145.4,43.2,8.46,14.6585,36.097,937.1,-0.8515,3.3845,1.8,-2.6305,-0.329,-3.2535,0.009,-1.966,58.1265,48.6875,0.123,0.002013269920575,10.1109024609109,0.0539,-0.908,3.16,3.2792,Mg 90 Ce 5 Nd 5,1.05555555555556,0.388888888888889,0.333333333333333,0.272222222222222,0.222222222222222,0.205555555555555,0.2,0.194444444444444,0.188888888888889,0.177777777777778,34.4210317460195,24.4686507936424,29.7583333333253,17.6198412698336,32.0519841269767,21.0531746031673,16.1964285714213,55.3396825396753,49.0543650793579,61.3408730158659
